UniqueID,Branch,Side,BranchTransect,Genus,Species,Sexual,Asexual,LobeLength,LobeWidth,PatchLength,PatchWidth ,PatchHeight,Elevation,Slope,SlopeFacing,LatN,LongW,CoastalInland,,,,
B6SBHL04,6,B,"8, 9",Heterodermia,Heterodermia leucomela,N,Y,10.5,1.5,13,25.5,12,1134,-70,N,37.4117,122.262,C,,,,
B6SBHL05,6,B,"10, 11",Heterodermia,Heterodermia leucomela,N,N,9,1,19,25.5,8.5,1134,-70,N,37.4117,122.262,C,,,,
B6SBCF03,6,B,"8, 9, 10, 11, 12, 13, 14, 15, 16, 17",Collema,Collema furfuraceum ,Y,Y,4.5,9.5,91,4.5,2,1134,-70,N,37.4117,122.262,C,,,,
B6SBHL06,6,B,12,Heterodermia,Heterodermia leucomela,N,N,12,1,6,18.5,7,1134,-70,N,37.4117,122.262,C,,,,
B6SBHL07,6,B,"14, 15, 16, 17",Heterodermia,Heterodermia leucomela,N,Y,11.5,2,12.5,25,8,1134,-70,N,37.4117,122.262,C,,,,
B6SBCF03,6,B,"19, 20",Collema,Collema furfuraceum ,Y,Y,3,7.5,14.5,1.2,1.5,1134,-70,N,37.4117,122.262,C,,,,
B6SBPP01,6,B,21,Parmotrema,Parmotrema perlatum,N,N,1.5,3,1.5,3,0.5,1134,-70,N,37.4117,122.262,C,,,,
B6SBPP02,6,B,"24, 25",Parmotrema,Parmotrema perlatum,N,N,8,6.5,10.5,17.5,2.5,1134,-70,N,37.4117,122.262,C,,,,
B6SB__03,6,B,"25, 26",Sticta,Sticta limbata,N,N,5.5,7.5,6,6.5,5.5,1134,-70,N,37.4117,122.262,C,,,,
B6SBCF04,6,B,"25, 26, 27",Collema,Collema furfuraceum ,N,Y,5,7,25.5,1.9,2,1134,-70,N,37.4117,122.262,C,,,,
B6SBHL08,6,B,"27, 28,  29 ",Heterodermia,Heterodermia leucomela,N,Y,9,1.5,27.5,18,4.5,1134,-70,N,37.4117,122.262,C,,,,
B6SBHL09,6,B,"30, 31, 32",Heterodermia,Heterodermia leucomela,N,Y,7.5,1,18,15.5,4.5,1134,-70,N,37.4117,122.262,C,,,,
B6SBU_02,6,B,32,Usnea,NA,N,N,6,0.1,4,2,1,1134,-70,N,37.4117,122.262,C,,,,
B6SB.1C_01,6,B.1,"17, 18",Collema,Collema furfuraceum ,N,Y,5,4.5,13,1.5,1,1134,-70,N,37.4117,122.262,C,,,,
B6SB.1UR01,6,B.1,"20, 21",Usnea,NA,N,Y,14.5,0.5,20.5,6.5,9,1134,-70,N,37.4117,122.262,C,,,,
B6SB.1UR02,6,B.1,22,Usnea,NA,N,N,7.5,0.1,8,5.5,4.5,1134,-70,N,37.4117,122.262,C,,,,
B7SAU_01,7,A,"1, 2, 3, 4, 5",Usnea,NA,N,Y,34,0.7,35.5,28,9.5,1123,-65,W,37.4118,122.2624,C,,,,
B7SAHL01,7,A,"3, 4, 5",Heterodermia,Heterodermia leucomela,N,Y,15.5,1,25.5,12,6,1123,-65,W,37.4118,122.2624,C,,,,
B7SAHL02,7,A,"5, 6, 7, 8, 9, 10",Heterodermia,Heterodermia leucomela,N,Y,17,1.5,45,33,16.5,1123,-65,W,37.4118,122.2624,C,,,,
B7SAHL03,7,A,"11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21",Heterodermia,Heterodermia leucomela,N,Y,17.5,2,88.5,26.5,14.5,1123,-65,W,37.4118,122.2624,C,,,,
B7SAU_02,7,A,12,Usnea,NA,N,N,14,0.5,11,6.5,4,1123,-65,W,37.4118,122.2624,C,,,,
B7SAU_03,7,A,15,Usnea,NA,N,N,20,0.5,10.5,15.5,7,1123,-65,W,37.4118,122.2624,C,,,,
B7SAPA01,7,A,20,Physcia,Physcia adscendens,N,N,3.5,0.5,3,3,0.2,1123,-65,W,37.4118,122.2624,C,,,,
B7SAU_04,7,A,21,Usnea,NA,N,N,11,0.5,5.5,5.5,1,1123,-65,W,37.4118,122.2624,C,,,,
B7SAPP01,7,A,24,Parmotrema,Parmotrema perlatum,N,N,3.5,2,6,7,0.3,1123,-65,W,37.4118,122.2624,C,,,,
B7SAPP02,7,A,"26, 27, 28",Parmotrema,Parmotrema perlatum,N,N,8.5,6.5,29.5,16,2.5,1123,-65,W,37.4118,122.2624,C,,,,
B7SAHL04,7,A,29,Heterodermia,Heterodermia leucomela,N,N,5,1,8,9.5,3,1123,-65,W,37.4118,122.2624,C,,,,
B7SAHL05,7,A,31,Heterodermia,Heterodermia leucomela,N,N,3,1,8.5,5.5,1,1123,-65,W,37.4118,122.2624,C,,,,
B7SBU_01,7,B,2,Usnea,NA,N,N,12.5,0.2,12.5,3.5,5,1123,-65,W,37.4118,122.2624,C,,,,
B7SBU_02,7,B,"2, 3, 4",Usnea,NA,N,Y,29,0.5,26.5,19,5.5,1123,-65,W,37.4118,122.2624,C,,,,
B7SB__01,8,B,3,Sticta,Sticta limbata,N,N,1.5,4,3.5,6,1,1123,-65,W,37.4118,122.2624,C,,,,
B7SBPP01,7,B,"3, 4",Parmotrema,Parmotrema perlatum,N,N,3,3.5,21,8.5,0.3,1123,-65,W,37.4118,122.2624,C,,,,
B7SBU_03,7,B,5,Usnea,NA,N,N,12,0.3,8,10,1.5,1123,-65,W,37.4118,122.2624,C,,,,
B7SBHL01,7,B,"5, 6",Heterodermia,Heterodermia leucomela,N,Y,13,2,16,9.5,8.5,1123,-65,W,37.4118,122.2624,C,,,,
B7SBHL02,7,B,"7, 8",Heterodermia,Heterodermia leucomela,N,N,27,1.5,18.5,15,15,1123,-65,W,37.4118,122.2624,C,,,,
B7SBPP02,7,B,"8, 9",Parmotrema,Parmotrema perlatum,N,N,7.5,13,8.5,3,0.3,1123,-65,W,37.4118,122.2624,C,,,,
B7SBHL03,7,B,"8, 9, 10, 11, 12, 13",Heterodermia,Heterodermia leucomela,N,Y,16,1,47.5,28,10,1123,-65,W,37.4118,122.2624,C,,,,
B7SBPP03,7,B,14,Parmotrema,Parmotrema perlatum,N,N,1.5,3,5.5,9,1,1123,-65,W,37.4118,122.2624,C,,,,
B7SBU_04,7,B,14,Usnea,NA,N,N,20.5,0.7,7,10,7,1123,-65,W,37.4118,122.2624,C,,,,
B7SBPP04,7,B,"15, 16",Parmotrema,Parmotrema perlatum,N,Y,5.5,2.5,10.5,7,1.5,1123,-65,W,37.4118,122.2624,C,,,,
B7SBPA01,7,B,15,Physcia,Physcia adscendens,N,N,9,1.5,6,7.5,7,1123,-65,W,37.4118,122.2624,C,,,,
B7SBHL04,7,B,"17, 18, 19",Heterodermia,Heterodermia leucomela,N,Y,15,1.5,24.5,22.5,6,1123,-65,W,37.4118,122.2624,C,,,,
B7SBPP05,7,B,26,Parmotrema,Parmotrema perlatum,N,N,2,2.5,9,4.5,0.3,1123,-65,W,37.4118,122.2624,C,,,,
B7SBHL05,7,B,"27, 28",Heterodermia,Heterodermia leucomela,N,N,5.5,1,15.5,13,4,1123,-65,W,37.4118,122.2624,C,,,,
B7SBPP06,7,B,"27, 28, 29",Parmotrema,Parmotrema perlatum,N,N,5,4.5,25,23.5,2,1123,-65,W,37.4118,122.2624,C,,,,
B7SBHL06,7,B,30,Heterodermia,Heterodermia leucomela,N,N,7,0.7,5.5,8.5,3,1123,-65,W,37.4118,122.2624,C,,,,
B7SBHL087,7,B,32,Heterodermia,Heterodermia leucomela,N,N,2.5,0.5,8,4.5,0.5,1123,-65,W,37.4118,122.2624,C,,,,
B7SA.1HL01,7,A.1,"1, 2, 3, 4",Heterodermia,Heterodermia leucomela leucomela,N,Y,11.5,2,26.5,23.5,12,1123,-65,W,37.4118,122.2624,C,,,,
B7SA.1HL02,7,A.1,"4, 5, 6, 7, 8",Heterodermia,Heterodermia leucomela leucomela,N,Y,10,1,29,16.5,8.5,1123,-65,W,37.4118,122.2624,C,,,,
B7SA.1U_01,7,A.1,"5, 6",Usnea,NA,N,N,16.5,0.5,15.5,15.5,9,1123,-65,W,37.4118,122.2624,C,,,,
B7SB.1HL01,7,B.1,"1, 2, 3",Heterodermia,Heterodermia leucomela,N,Y,10,1.5,12,8,3.5,1123,-65,W,37.4118,122.2624,C,,,,
B7SB.1HL02,7,B.1,"3, 4",Heterodermia,Heterodermia leucomela,N,Y,5,1,30,17,7.5,1123,-65,W,37.4118,122.2624,C,,,,
B7SB.1PP01,7,B.1,4,Parmotrema,Parmotrema perlatum,N,N,6,7.5,10.5,10,1,1123,-65,W,37.4118,122.2624,C,,,,
B7SB.1HL03,7,B.1,"5, 6",Heterodermia,Heterodermia leucomela,N,Y,9,1.5,20,17.5,8,1123,-65,W,37.4118,122.2624,C,,,,
B8SAU_01,8,A,"5, 6",Usnea,NA,N,Y,8.5,0.5,7.5,10,5.5,1093,-88,S,37.68835,122.44002,C,,,,
B8SAPP01,8,A,"6, 7, 8",Parmotrema,Parmotrema perlatum,N,N,10.5,9,29,24.5,3.5,1093,-88,S,37.68835,122.44002,C,,,,
B8SAHL01,8,A,10,Heterodermia,Heterodermia leucomela,N,N,10,0.5,5,7.5,4.5,1093,-88,S,37.68835,122.44002,C,,,,
B8SAU_02,8,A,10,Usnea,NA,N,Y,12,0.5,8,9,11,1093,-88,S,37.68835,122.44002,C,,,,
B8SAPP02,8,A,"11, 12",Parmotrema,Parmotrema perlatum,N,N,3.5,4,7.5,5,1,1093,-88,S,37.68835,122.44002,C,,,,
B8SAPP03,8,A,"14, 15",Parmotrema,Parmotrema perlatum,N,N,6.5,5.5,7,11,1.5,1093,-88,S,37.68835,122.44002,C,,,,
B8SAHL02,8,A,"16, 17",Heterodermia,Heterodermia leucomela,N,N,10.5,1,23,8,6,1093,-88,S,37.68835,122.44002,C,,,,
B8SAU_03,8,A,"14, 15, 16",Usnea,NA,N,Y,21.5,1,29.5,27,24.5,1093,-88,S,37.68835,122.44002,C,,,,
B8SAPP04,8,A,"17, 18 ",Parmotrema,Parmotrema perlatum,N,N,6,7.5,15,11.5,1.5,1093,-88,S,37.68835,122.44002,C,,,,
B8SAHL03,8,A,"18, 19, 20",Heterodermia,Heterodermia leucomela,N,Y,15.5,1,30.5,22,7,1093,-88,S,37.68835,122.44002,C,,,,
B8SAPP05,8,A,"20, 21, 22",Parmotrema,Parmotrema perlatum,N,Y,5,4.5,20,11,0.5,1093,-88,S,37.68835,122.44002,C,,,,
B8SAHL04,8,A,"21, 22",Heterodermia,Heterodermia leucomela,N,N,15.5,1,9,9,2,1093,-88,S,37.68835,122.44002,C,,,,
B8SAU_04,8,A,"22, 23",Usnea,NA,N,Y,11,0.3,9,10,5,1093,-88,S,37.68835,122.44002,C,,,,
B8SAPP06,8,A,"23, 24",Parmotrema,Parmotrema perlatum,N,Y,8.5,7,14.5,12,2,1093,-88,S,37.68835,122.44002,C,,,,
B8SAHL05,8,A,"24, 25, 26, 27",Heterodermia,Heterodermia leucomela,N,Y,13,1.5,22.5,31,10.5,1093,-88,S,37.68835,122.44002,C,,,,
B8SAPP07,8,A,"27, 28",Parmotrema,Parmotrema perlatum,N,N,7,6.5,10.5,14,1.5,1093,-88,S,37.68835,122.44002,C,,,,
B8SAU_05,8,A,28,Usnea,NA,N,N,15,0.5,17,16.5,4.5,1093,-88,S,37.68835,122.44002,C,,,,
B8SAHL06,8,A,"28, 29, 30, 31, 32, 33",Heterodermia,Heterodermia leucomela,N,Y,16.5,1.5,52.5,33.5,12,1093,-88,S,37.68835,122.44002,C,,,,
B8SAPP08,8,A,"30, 31, 32",Parmotrema,Parmotrema perlatum,N,Y,8,7,21,13.5,5.5,1093,-88,S,37.68835,122.44002,C,,,,
B8SAPP09,8,A,33,Parmotrema,Parmotrema perlatum,N,N,6,4,7,6,1.5,1093,-88,S,37.68835,122.44002,C,,,,
B8SAU_06,8,A,33,Usnea,NA,N,N,5.5,0.2,14,7.5,5,1093,-88,S,37.68835,122.44002,C,,,,
B8SAPP10,8,A,"35, 36",Parmotrema,Parmotrema perlatum,N,N,4.5,3,7,4,2.5,1093,-88,S,37.68835,122.44002,C,,,,
B8SBU_01,8,B,5,Usnea,NA,N,N,18.5,0.5,11.5,20,4.5,1093,-88,S,37.68835,122.44002,C,,,,
B8SBPP01,8,B,"7, 8, 9, 10",Parmotrema,Parmotrema perlatum,N,Y,6.5,4,15,12,3,1093,-88,S,37.68835,122.44002,C,,,,
B8SBHL01,8,B,"8, 9",Heterodermia,Heterodermia leucomela,N,Y,22.5,1.5,11,14.5,3.5,1093,-88,S,37.68835,122.44002,C,,,,
B8SBU_02,8,B,"9, 10",Usnea,NA,N,Y,11,0.5,17,20.5,10.5,1093,-88,S,37.68835,122.44002,C,,,,
B8SBU_03,8,B,13,Usnea,NA,N,N,22.5,0.5,18.5,11,13.5,1093,-88,S,37.68835,122.44002,C,,,,
B8SBU_04,8,B,14,Usnea,NA,N,Y,17.5,0.5,10,10.5,8,1093,-88,S,37.68835,122.44002,C,,,,
B8SBU_05,8,B,15,Usnea,NA,N,M,17.5,0.5,9,11.5,9.5,1093,-88,S,37.68835,122.44002,C,,,,
B8SBPP02,8,B,"14, 15",Parmotrema,Parmotrema perlatum,N,N,3,2.5,14,6.5,0.3,1093,-88,S,37.68835,122.44002,C,,,,
B8SBPA01,8,B,"16, 17",Physcia,Physcia adscendens ,N,Y,4,1.5,13,10,0.2,1093,-88,S,37.68835,122.44002,C,,,,
B8SBHL02,8,B,"18, 19, 20, 21",Heterodermia,Heterodermia leucomela,N,Y,15,1.5,40,19.5,4,1093,-88,S,37.68835,122.44002,C,,,,
B8SBPA02,8,B,23,Physcia,Physcia adscendens,N,Y,5.5,0.5,5,5.5,0.3,1093,-88,S,37.68835,122.44002,C,,,,
B8SBHL03,8,B,"24, 25, 26, 27",Heterodermia,Heterodermia leucomela,N,Y,21.5,2.5,39.5,25,8,1093,-88,S,37.68835,122.44002,C,,,,
B8SBPP03,8,B,"27, 28, 29",Parmotrema,Parmotrema perlatum,N,Y,12.5,8,24.5,21,5,1093,-88,S,37.68835,122.44002,C,,,,
B8SBPP04,8,B,"30, 31, 32 ",Parmotrema,Parmotrema perlatum,N,N,10.5,5,26.5,13,3.5,1093,-88,S,37.68835,122.44002,C,,,,
NA,8,B,"32, 33, 34",Crustose,NA,NA,NA,NA,NA,NA,NA,NA,1093,-88,S,37.68835,122.44002,C,,,,
B8SBPP05,8,B,35,Parmotrema,Parmotrema perlatum,N,N,4.5,2.5,5,5,0.3,1093,-88,S,37.68835,122.44002,C,,,,
B8SA.1PP01,8,A.1,"1, 2",Parmotrema,Parmotrema perlatum,N,N,5.5,4,15,16,4,1093,-88,S,37.68835,122.44002,C,,,,
B8SA.1U_01,8,A.1,"1, 2, 3, 4",Usnea,NA,N,Y,30,0.5,35.5,29,10,1093,-88,S,37.68835,122.44002,C,,,,
B8SA.1PP02,8,A.1,3,Parmotrema,Parmotrema perlatum,N,N,2.5,3,9,6.5,0.5,1093,-88,S,37.68835,122.44002,C,,,,
B8SA.1HL01,8,A.1,4,Heterodermia,Heterodermia leucomela,N,Y,6.5,1,9,4.5,2.5,1093,-88,S,37.68835,122.44002,C,,,,
B8SA.1PP03,8,A.1,5,Parmotrema,Parmotrema perlatum,N,N,4.5,2.5,7,8.5,0.5,1093,-88,S,37.68835,122.44002,C,,,,
B8SA.1U_02,8,A.1,"3, 4, 5, 6, 7",Usnea,NA,N,Y,38.5,0.7,50.5,33,26.5,1093,-88,S,37.68835,122.44002,C,,,,
B8SA.1U_03,8,A.1,8,Usnea,NA,N,N,14.5,0.5,9,17.5,5,1093,-88,S,37.68835,122.44002,C,,,,
B8SA.1HL02,8,A.1,"8, 9",Heterodermia,Heterodermia leucomela,N,N,6,1,4.5,10,3,1093,-88,S,37.68835,122.44002,C,,,,
B8SB.1PP01,8,B.1,2,Parmotrema,Parmotrema perlatum,N,N,3.5,1.5,3.5,5,1,1093,-88,S,37.68835,122.44002,C,,,,
B8SB.1U_01,8,B.1,"2, 3, 4",Usnea,NA,N,N,18,0.5,15,22.5,9.5,1093,-88,S,37.68835,122.44002,C,,,,
B8SB.1PP02,8,B.1,4,Parmotrema,Parmotrema perlatum,N,N,4.5,2,9.5,8,2.5,1093,-88,S,37.68835,122.44002,C,,,,
B8SB.1PP03,8,B.1,5,Parmotrema,Parmotrema perlatum,N,N,2,2,3,4,0.2,1093,-88,S,37.68835,122.44002,C,,,,
B8SB.1PP04,8,B.1,7,Parmotrema,Parmotrema perlatum,N,N,5.5,4,9,7.5,1,1093,-88,S,37.68835,122.44002,C,,,,
B8SB.1PA01,8,B.1,"8, 9",Physcia,Physcia adscendens,N,N,1,1,12.5,10,4,1093,-88,S,37.68835,122.44002,C,,,,
B8SB.1HL01,8,B.1,9,Heterodermia,Heterodermia leucomela,N,Y,3,0.5,6,5,0.3,1093,-88,S,37.68835,122.44002,C,,,,
B8SB.1HL02,8,B.1,10,Heterodermia,Heterodermia leucomela,N,N,3,1,4.5,4,0.5,1093,-88,S,37.68835,122.44002,C,,,,
B8SB.1U_02,8,B.1,12,Usnea,NA,N,N,5,0.3,6,6.5,2.5,1093,-88,S,37.68835,122.44002,C,,,,
B9SAPP01,9,A,2,Parmotrema,Parmotrema perlatum,N,N,5.5,5,7,6,1,1072,-70,S,37.68831,122.4402,C,,,,
B9SAPP02,9,A,3,Parmotrema,Parmotrema perlatum,N,N,8.5,4.5,5,8.5,1,1072,-70,S,37.68831,122.4402,C,,,,
B9SAHL01,9,A,"4, 5",Heterodermia,Heterodermia leucomela,N,Y,6,1,18,18,6.5,1072,-70,S,37.68831,122.4402,C,,,,
B9SAPP03,9,A,"5, 6, 7, 8",Parmotrema,Parmotrema perlatum,N,N,8.5,8.5,28.5,15,2,1072,-70,S,37.68831,122.4402,C,,,,
B9SAPP04,9,A,9,Parmotrema,Parmotrema perlatum,N,N,4,4,4,5.5,0.5,1072,-70,S,37.68831,122.4402,C,,,,
B9SAPA01,10,A,9,Physcia,Physcia adscendens,N,N,1,1,2,4,0.1,1072,-70,S,37.68831,122.4402,C,,,,
B9SAPP05,9,A,13,Parmotrema,Parmotrema perlatum,N,N,4,3.5,6,3.5,0.2,1072,-70,S,37.68831,122.4402,C,,,,
B9SAPP06,9,A,18,Physcia,Physcia adscendens,N,N,5,2.5,9.5,8,1,1072,-70,S,37.68831,122.4402,C,,,,
B9SAHL02,9,A,19,Heterodermia,Heterodermia leucomela,N,N,5,3,7.5,5,4.5,1072,-70,S,37.68831,122.4402,C,,,,
B9SAU_01,10,A,19,Usnea,NA,N,N,8,0.2,12,15,12,1072,-70,S,37.68831,122.4402,C,,,,
B9SAU_02,9,A,20,Usnea,NA,N,N,11.5,0.3,5,11.5,4.5,1072,-70,S,37.68831,122.4402,C,,,,
B9SAPA02,10,A,20,Physcia,Physcia adscendens,N,N,2.5,0.5,4,3.5,0.5,1072,-70,S,37.68831,122.4402,C,,,,
B9SAHL03,9,A,21,Heterodermia,Heterodermia leucomela,N,N,3.5,1,2,3.5,1,1072,-70,S,37.68831,122.4402,C,,,,
B9SBPA01,9,B,3,Physcia,Physcia adscendens,N,N,2.5,0.5,3.5,3.5,0.1,1072,-70,S,37.68831,122.4402,C,,,,
B9SB__01,9,B,"3, 4, 5",Flavoparmelia,NA,N,N,5.5,5,12.5,10.5,3,1072,-70,S,37.68831,122.4402,C,,,,
B9SBHL01,9,B,"4, 5",Heterodermia,Heterodermia leucomela,N,Y,7,1,18,19,6.5,1072,-70,S,37.68831,122.4402,C,,,,
B9SBPP01,9,B,"5, 6",Parmotrema,Parmotrema perlatum,N,N,6,2.5,17.5,13,2.5,1072,-70,S,37.68831,122.4402,C,,,,
B9SBPP02,9,B,"7, 8",Parmotrema,Parmotrema perlatum,N,N,11,6.5,18.5,9,3.5,1072,-70,S,37.68831,122.4402,C,,,,
B9SBPP03,9,B,10,Parmotrema,Parmotrema perlatum,N,N,4,1,3,7,1,1072,-70,S,37.68831,122.4402,C,,,,
B9SBHL02,9,B,11,Heterodermia,Heterodermia leucomela,N,N,4,1.5,9,10,3.5,1072,-70,S,37.68831,122.4402,C,,,,
B9SBPP04,9,B,17,Parmotrema,Parmotrema perlatum,N,N,3,3,7,5,0.3,1072,-70,S,37.68831,122.4402,C,,,,
B9SBPP05,9,B,20,Parmotrema,Parmotrema perlatum,N,N,6,3.5,2,2.5,0.1,1072,-70,S,37.68831,122.4402,C,,,,
B9SBPP06,9,B,21,Parmotrema,Parmotrema perlatum,N,N,3,4,6.5,6,0.3,1072,-70,S,37.68831,122.4402,C,,,,
B9SBHL03,9,B,22,Heterodermia,Heterodermia leucomela,N,N,2.5,0.5,2,2.5,0.1,1072,-70,S,37.68831,122.4402,C,,,,
B9SBU_01,9,B,"22, 23, 24",Usnea,NA,N,N,11,0.5,8,12.5,7,1072,-70,S,37.68831,122.4402,C,,,,
B9SBPP07,9,B,23,Parmotrema,Parmotrema perlatum,N,N,3.5,1,3,2.5,0.2,1072,-70,S,37.68831,122.4402,C,,,,
B9SBU_02,9,B,24,Usnea,NA,N,N,7,0.3,7.5,5.5,10,1072,-70,S,37.68831,122.4402,C,,,,
B9SBPP08,9,B,"24, 25",Parmotrema,Parmotrema perlatum,N,N,5.5,2.5,10,6,1,1072,-70,S,37.68831,122.4402,C,,,,
B9SBHL04,9,B,25,Heterodermia,Heterodermia leucomela,N,N,3,1.5,5.5,7,3.5,1072,-70,S,37.68831,122.4402,C,,,,
B9SA.1HL02,9,A.1,1,Heterodermia,Heterodermia leucomela,N,N,2,0.5,4,2,0.5,1072,-70,S,37.68831,122.4402,C,,,,
B9SA.1U_01,9,A.1,"3, 4",Usnea,NA,N,N,16,0.5,24,19,7.5,1072,-70,S,37.68831,122.4402,C,,,,
B9SA.1PP01,9,A.1,"4, 5",Parmotrema,Parmotrema perlatum,N,N,3.5,1,10,14.5,1,1072,-70,S,37.68831,122.4402,C,,,,
B9SB.1PA01,9,B.1,1,Physcia,Physcia adscendens,N,N,3,0.5,12.5,8,0.3,1072,-70,S,37.68831,122.4402,C,,,,
B9SB.1U_01,9,B.1,1,Usnea,NA,N,N,8.5,0.3,9,5,9,1072,-70,S,37.68831,122.4402,C,,,,
B9SB.1U_02,9,B.1,"2, 3, 4",Usnea,NA,N,N,13.5,0.3,18.5,19,9,1072,-70,S,37.68831,122.4402,C,,,,
B9SB.1PP01,9,B.1,3,Parmotrema,Parmotrema perlatum,N,N,3.5,4,9,3.5,0.5,1072,-70,S,37.68831,122.4402,C,,,,
B9SB.1PA02,9,B.1,4,Physcia,Physcia adscendens,N,N,1.5,0.3,3,3.5,0.1,1072,-70,S,37.68831,122.4402,C,,,,
B9SB.1PP02,9,B.1,"4, 5",Parmotrema,Parmotrema perlatum,N,N,7,8,15,5,1,1072,-70,S,37.68831,122.4402,C,,,,
B9SB.1U_03,9,B.1,6,Usnea,NA,N,N,16.5,0.5,19.5,19,10.5,1072,-70,S,37.68831,122.4402,C,,,,
B10SAPP01,10,A,"1, 2, 3",Parmotrema,Parmotrema perlatum,N,N,9,8,29.5,30,5.5,1031,,W,37.68921,122.4412,C,,,,
B10SACr01,10,A,4,Crustose,NA,NA,NA,NA,NA,NA,NA,NA,1031,,W,37.68921,122.4412,C,,,,
B10SAPP02,10,A,"4, 5, 6, 7, 8, 9",Parmotrema,Parmotrema perlatum,N,Y,16,7.5,61.5,38,11.5,1031,,W,37.68921,122.4412,C,,,,
B10SAU_01,10,A,"8, 9",Usnea,NA,N,N,17,0.5,19,28.5,12,1031,,W,37.68921,122.4412,C,,,,
B10SAPP03,10,A,"9, 10, 11",Parmotrema,Parmotrema perlatum,N,Y,12.5,9,34,36.5,7,1031,,W,37.68921,122.4412,C,,,,
B10SATF01,10,A,"10, 11",Teloschistes,Teloschistes flavicans,N,Y,16.5,0.5,12,12.5,8.5,1031,,W,37.68921,122.4412,C,,,,
B10SAHL01,10,A,"11, 12, 13, 14, 15",Heterodermia,Heterodermia leucomela,N,Y,18,1.5,44.5,25.5,12,1031,,W,37.68921,122.4412,C,,,,
B10SA__01,10,A,"12, 13",Pannaria,NA,Y,N,2.5,2,19.5,18,0.2,1031,,W,37.68921,122.4412,C,,,,
B10SACr02,10,A,13,Crustose,NA,NA,NA,NA,NA,NA,NA,NA,1031,,W,37.68921,122.4412,C,,,,
B10SAPP04,10,A,"15, 16, 17",Parmotrema,Parmotrema perlatum,N,Y,8,11.5,26,51.5,6,1031,,W,37.68921,122.4412,C,,,,
B10SAHL02,10,A,"17, 18",Heterodermia,Heterodermia leucomela,N,Y,9.5,1,8,20.5,9,1031,,W,37.68921,122.4412,C,,,,
B10SAPP05,10,A,"18, 19",Parmotrema,Parmotrema perlatum,N,Y,7,9.5,23.5,28,8.5,1031,,W,37.68921,122.4412,C,,,,
B10SAHL03,10,A,"19, 20, 21",Heterodermia,Heterodermia leucomela,N,Y,10,0.5,19.5,15,3,1031,,W,37.68921,122.4412,C,,,,
B10SAPP06,10,A,"21, 22",Parmotrema,Parmotrema perlatum,N,Y,13.5,13,13,16.5,3.5,1031,,W,37.68921,122.4412,C,,,,
B10SAHL04,10,A,"22, 23, 24",Heterodermia,Heterodermia leucomela,N,N,7,1,25,16,7.5,1031,,W,37.68921,122.4412,C,,,,
B10SAPP07,10,A,23,Parmotrema,Parmotrema perlatum,N,N,5.5,5,6,18.5,3.5,1031,,W,37.68921,122.4412,C,,,,
B10SAPP08,10,A,25,Parmotrema,Parmotrema perlatum,N,N,6,7,6.5,18.5,7,1031,,W,37.68921,122.4412,C,,,,
B10SBPP01,10,B,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Parmotrema,Parmotrema perlatum,N,Y,11.5,9.5,101.5,32.5,4.5,1031,,W,37.68921,122.4412,C,,,,
B10SBHL01,10,B,13,Heterodermia,Heterodermia leucomela,N,Y,14.5,2,9,31.5,15,1031,,W,37.68921,122.4412,C,,,,
B10SBPP02,10,B,"13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23",Parmotrema,Parmotrema perlatum,Y,Y,11,12.5,94.5,26.5,4.5,1031,,W,37.68921,122.4412,C,,,,
B10SBHL02,10,B,"23, 24, 25, 26",Heterodermia,Heterodermia leucomela,N,Y,5.5,1,27.5,17,5.5,1031,,W,37.68921,122.4412,C,,,,
B10SBPP03,10,B,"26, 27, 28",Parmotrema,Parmotrema perlatum,N,Y,7,9.5,25,10,2.5,1031,,W,37.68921,122.4412,C,,,,
B10SA.1HL01,10,A.1,"1, 2",Heterodermia,Heterodermia leucomela,N,Y,12,2,13,14.5,9.5,1031,,W,37.68921,122.4412,C,,,,
B10SA.1PP01,10,A.1,"2, 3",Parmotrema,Parmotrema perlatum,N,N,12,9.5,20,6.5,5,1031,,W,37.68921,122.4412,C,,,,
B10SA.1HL02,10,A.1,4,Heterodermia,Heterodermia leucomela,N,N,4,0.5,14,11.5,2.5,1031,,W,37.68921,122.4412,C,,,,
B10SA.1PP02,10,A.1,4,Parmotrema,Parmotrema perlatum,N,N,5.5,3.5,5.5,4,0.5,1031,,W,37.68921,122.4412,C,,,,
B10SA.1HL02,10,A.1,6,Heterodermia,Heterodermia leucomela,N,N,6.5,1,7,11.5,7.5,1031,,W,37.68921,122.4412,C,,,,
B10SA.1PP03,10,A.1,6,Parmotrema,Parmotrema perlatum,N,Y,5,5.5,4.5,3.5,0.5,1031,,W,37.68921,122.4412,C,,,,
B10SB.1PP01,10,B.1,1,Parmotrema,Parmotrema perlatum,N,N,9.5,10,11.5,14,3,1031,,W,37.68921,122.4412,C,,,,
B10SB.1PA01,10,B.1,2,Physcia,Physcia adscendens,N,N,2.5,0.5,7,4.5,0.5,1031,,W,37.68921,122.4412,C,,,,
B10SB.1PP02,10,B.1,"2, 3",Parmotrema,Parmotrema perlatum,N,N,10,12.5,17,8,5.5,1031,,W,37.68921,122.4412,C,,,,
